"","Count","Words"
"have a good day",201,"have a good day"
"see if i can",200,"see if i can"
"in the end i",200,"in the end i"
"of the things i",200,"of the things i"
"other parts of the",200,"other parts of the"
"the idea of a",200,"the idea of a"
"think it would be",200,"think it would be"
"if you are in",200,"if you are in"
"sure to check out",200,"sure to check out"
"of the block of",200,"of the block of"
"to be at the",199,"to be at the"
"i hope you are",199,"i hope you are"
"to all of the",199,"to all of the"
"for a while and",199,"for a while and"
"do i have to",199,"do i have to"
"in the middle east",199,"in the middle east"
"with the fact that",199,"with the fact that"
"and i don't know",199,"and i don't know"
"i'll let you know",199,"i'll let you know"
"have the ability to",199,"have the ability to"
"we need to get",199,"we need to get"
"there has been a",198,"there has been a"
"time for me to",198,"time for me to"
"but you have to",198,"but you have to"
"to make it to",197,"to make it to"
"the other day i",197,"the other day i"
"hard for me to",197,"hard for me to"
"we don't want to",197,"we don't want to"
"that there was a",196,"that there was a"
"until the end of",196,"until the end of"
"be able to see",196,"be able to see"
"to participate in the",196,"to participate in the"
"in the living room",196,"in the living room"
"you need to be",196,"you need to be"
"i knew it was",196,"i knew it was"
"stuck in my head",196,"stuck in my head"
"why is it that",195,"why is it that"
"the part of the",195,"the part of the"
"going to be able",195,"going to be able"
"i had to go",195,"i had to go"
"i don't think that",195,"i don't think that"
"it comes to the",195,"it comes to the"
"to talk about the",195,"to talk about the"
"what do you want",195,"what do you want"
"is the fact that",195,"is the fact that"
"turns out to be",195,"turns out to be"
"is it just me",195,"is it just me"
"used to be a",194,"used to be a"
"but it is a",194,"but it is a"
"as far as the",194,"as far as the"
"it seems to me",194,"it seems to me"
"hope everyone has a",194,"hope everyone has a"
"the problem is that",194,"the problem is that"
"to be honest i",194,"to be honest i"
"in the past year",194,"in the past year"
"of the new york",194,"of the new york"
"hour and a half",194,"hour and a half"
"in new york and",194,"in new york and"
"in connection with the",194,"in connection with the"
"to talk to you",194,"to talk to you"
"that it is a",193,"that it is a"
"in the context of",193,"in the context of"
"to get to know",193,"to get to know"
"keep an eye on",193,"keep an eye on"
"a lot of good",193,"a lot of good"
"are more likely to",193,"are more likely to"
"i am looking forward",193,"i am looking forward"
"one of those days",193,"one of those days"
"he was able to",193,"he was able to"
"feel the need to",193,"feel the need to"
"do the right thing",193,"do the right thing"
"to go to sleep",192,"to go to sleep"
"that i wanted to",192,"that i wanted to"
"a couple of hours",192,"a couple of hours"
"but that doesn't mean",192,"but that doesn't mean"
"you will have to",192,"you will have to"
"i decided to make",192,"i decided to make"
"be interesting to see",192,"be interesting to see"
"and i wanted to",192,"and i wanted to"
"and i had a",192,"and i had a"
"to make sure the",192,"to make sure the"
"at the right time",192,"at the right time"
"will be on the",192,"will be on the"
"be a lot of",192,"be a lot of"
"you had a great",192,"you had a great"
"my wife and i",191,"my wife and i"
"and i don't think",191,"and i don't think"
"and it will be",191,"and it will be"
"of the people who",191,"of the people who"
"thank you all for",191,"thank you all for"
"take advantage of the",191,"take advantage of the"
"the first time the",191,"the first time the"
"in the st louis",191,"in the st louis"
"to go to work",190,"to go to work"
"been a while since",190,"been a while since"
"for a little while",190,"for a little while"
"and a couple of",190,"and a couple of"
"and there is a",190,"and there is a"
"and i can't wait",190,"and i can't wait"
"for minutes or until",190,"for minutes or until"
"there was a lot",190,"there was a lot"
"over the last few",190,"over the last few"
"day of the week",190,"day of the week"
"in the bay area",190,"in the bay area"
"i was in a",189,"i was in a"
"let me know how",189,"let me know how"
"don't know if i",189,"don't know if i"
"wish i had a",189,"wish i had a"
"with a bit of",189,"with a bit of"
"here are some of",189,"here are some of"
"i am so happy",189,"i am so happy"
"make the most of",189,"make the most of"
"it was a little",189,"it was a little"
"a hell of a",189,"a hell of a"
"know what it is",189,"know what it is"
"i really wanted to",189,"i really wanted to"
"so proud of you",189,"so proud of you"
"i can say is",188,"i can say is"
"the goal is to",188,"the goal is to"
"quite a bit of",188,"quite a bit of"
"i think i can",188,"i think i can"
"is what it is",188,"is what it is"
"i think i'm going",188,"i think i'm going"
"as a member of",188,"as a member of"
"a great place to",188,"a great place to"
"the wall street journal",188,"the wall street journal"
"need to go to",188,"need to go to"
"square feet on for",188,"square feet on for"
"the past couple of",187,"the past couple of"
"one of my favourite",187,"one of my favourite"
"so i can get",187,"so i can get"
"that needs to be",187,"that needs to be"
"in the city of",187,"in the city of"
"want to know what",187,"want to know what"
"and out of the",187,"and out of the"
"the state of the",187,"the state of the"
"we need to be",187,"we need to be"
"more than half of",187,"more than half of"
"the last few days",187,"the last few days"
"i had a great",187,"i had a great"
"great to meet you",187,"great to meet you"
"just in time for",187,"just in time for"
"wait to see the",187,"wait to see the"
"be reached for comment",187,"be reached for comment"
"supposed to be a",186,"supposed to be a"
"in the past few",186,"in the past few"
"what can i say",186,"what can i say"
"in the mood for",186,"in the mood for"
"i can think of",186,"i can think of"
"with a couple of",186,"with a couple of"
"couple of years ago",186,"couple of years ago"
"the hell out of",186,"the hell out of"
"know what i mean",186,"know what i mean"
"if you do not",186,"if you do not"
"i hope you all",186,"i hope you all"
"cant wait to see",186,"cant wait to see"
"when i get home",186,"when i get home"
"it is easy to",185,"it is easy to"
"as soon as the",185,"as soon as the"
"one of the world's",185,"one of the world's"
"i'm not sure how",185,"i'm not sure how"
"keep in mind that",185,"keep in mind that"
"to be a little",185,"to be a little"
"one of the largest",185,"one of the largest"
"want to talk about",185,"want to talk about"
"what you want to",185,"what you want to"
"with one of the",185,"with one of the"
"one of the worst",185,"one of the worst"
"how have you been",185,"how have you been"
"i love you and",185,"i love you and"
"in a good way",184,"in a good way"
"on to the next",184,"on to the next"
"on the way home",184,"on the way home"
"by the time the",184,"by the time the"
"that we need to",184,"that we need to"
"in the last two",184,"in the last two"
"and all of the",184,"and all of the"
"by the fact that",183,"by the fact that"
"if you look at",183,"if you look at"
"felt like i was",183,"felt like i was"
"have a great time",183,"have a great time"
"hope everyone had a",183,"hope everyone had a"
"and there is no",183,"and there is no"
"it seems to be",183,"it seems to be"
"this will be a",183,"this will be a"
"see you at the",183,"see you at the"
"and i love it",182,"and i love it"
"i am not going",182,"i am not going"
"that one of the",182,"that one of the"
"to some of the",182,"to some of the"
"i know that i",182,"i know that i"
"there you have it",182,"there you have it"
"i have yet to",182,"i have yet to"
"just a matter of",182,"just a matter of"
"the future of the",182,"the future of the"
"haven't been able to",182,"haven't been able to"
"spent a lot of",182,"spent a lot of"
"may be able to",182,"may be able to"
"do you know what",182,"do you know what"
"the next couple of",182,"the next couple of"
"going to be an",182,"going to be an"
"i'm not the only",182,"i'm not the only"
"mother's day to all",182,"mother's day to all"
"wish i could be",182,"wish i could be"
"so i'm going to",181,"so i'm going to"
"i was on the",181,"i was on the"
"i fell in love",181,"i fell in love"
"one of these days",181,"one of these days"
"it's not going to",181,"it's not going to"
"to years in prison",181,"to years in prison"
"are not going to",181,"are not going to"
"you may want to",180,"you may want to"
"in order to be",180,"in order to be"
"chance to win a",180,"chance to win a"
"but i think i",180,"but i think i"
"rest of my life",180,"rest of my life"
"but there is a",180,"but there is a"
"to be the most",180,"to be the most"
"i know i am",180,"i know i am"
"in an interview with",180,"in an interview with"
"i thought you were",180,"i thought you were"
"me know what you",180,"me know what you"
"is a member of",179,"is a member of"
"would love to have",179,"would love to have"
"i think it would",179,"i think it would"
"every once in a",179,"every once in a"
"i'm going to do",179,"i'm going to do"
"more than a few",179,"more than a few"
"on the same day",179,"on the same day"
"don't want to go",179,"don't want to go"
"there is only one",179,"there is only one"
"have a good time",179,"have a good time"
"on the basis of",179,"on the basis of"
"a few of my",179,"a few of my"
